PARENTESCO,VALOR_ASIG_RETIRO,REAJUSTE,TOTAL_ASIGNACION,ADICIONALES,TOTAL_DEVENGADO,TOTAL_DESCUENTO,NETO_PAGAR,COSTO TOTAL_NOMINA_2019,TOTAL_PRESUPUESTO GENERAL_NACION_2019,FUERZA,GRADO_ALFABETICO,RANGO,SEXO,EDAD,CIUDAD,DPTO,PAIS
TITULAR,1558276,0,1558276,0,1470072,73504,1396568,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,328525,1187922,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,104502,1428507,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,760712,772297,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,MONTELIBANO,CORDOBA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,YOPAL,CASANARE,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,361350,1171659,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,PEREIRA,RISARALDA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,74895,1423002,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,ALCALA,VALLE DEL CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,VILLA RICA,CAUCA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,672192,844255,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,674419,858590,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BARRANCABERMEJA,SANTANDER,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,640937,875510,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,764982,768027,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,SOGAMOSO,BOYACA,COLOMBIA
TITULAR,1617264,0,1617264,0,1525721,111145,1414576,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,101538,1396359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BARRANCABERMEJA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,97366,1435643,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,MEDELLIN,ANTIOQUIA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,623300,874597,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,DUITAMA,BOYACA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,464593,1068416,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,PUERTO ASIS,PUTUMAYO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,764004,769005,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,BELLO,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,765936,767073,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,SOLEDAD,ATLANTICO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,751831,781178,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,CIMITARRA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,95399,1437610,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,SAN GIL,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,47,PASTO,NARIÑO,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,111828,1404619,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,SOACHA,CUNDINAMARCA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,74895,1423002,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,LA PLATA,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,757492,775517,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,AGUACHICA,CESAR,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,680511,852498,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,CAREPA,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,POPAYAN,CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,740246,792763,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BARRANCABERMEJA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,111509,1421500,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,YOPAL,CASANARE,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,764605,768404,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,GRANADA (BOCA DE MONTE),META,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,667228,865781,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,NEIVA,HUILA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,714073,802374,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,458730,1074279,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,ANDES,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,93928,1439081,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,ACACIAS,META,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,97366,1435643,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,PALMIRA,VALLE DEL CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,101836,1431173,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,690270,842739,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,CHAPARRAL,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,753648,779361,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,VILLAVICENCIO,META,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,341653,1191356,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,SINCELEJO,SUCRE,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,115723,1417286,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,MEDELLIN,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,762277,770732,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,RIONEGRO,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,47,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,318406,1214603,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,IBAGUE,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,754509,778500,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,727457,805552,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,BELEN DE LOS ANDAQUIES,CAQUETA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,97366,1435643,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,727457,805552,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,75822,1440625,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,PUERTO BERRIO,ANTIOQUIA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,756717,759730,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,VILLAVICENCIO,META,COLOMBIA
TITULAR,1617264,0,1617264,0,1525721,600053,925668,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,GUACARI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,ANSERMANUEVO,VALLE DEL CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,TAME,ARAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,GRANADA (BOCA DE MONTE),META,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,111538,1404909,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,IBAGUE,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,412951,1120058,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BOCHALEMA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,SAN LORENZO,NARIÑO,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,75822,1440625,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,IBAGUE,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,528874,1004135,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,QUIBDO,CHOCO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,680592,852417,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,SINCELEJO,SUCRE,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,99629,1416818,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,TURBO,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,756319,776690,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,760372,772637,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BARRANCABERMEJA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,95483,1437526,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,YOPAL,CASANARE,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,748948,748949,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,47,MEDELLIN,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,632206,900803,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,CUCUTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,88524,1444485,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,CIUDAD BOLIVAR,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,320787,1212222,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,NEIVA,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,408984,1124025,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,GIRON,SANTANDER,COLOMBIA
TITULAR,1558276,0,1558276,0,1470072,73504,1396568,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,VILLAVICENCIO,META,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,765412,767597,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,CHIQUINQUIRA,BOYACA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,MORROA,SUCRE,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,737870,795139,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1787207,0,1787207,0,1686044,755703,930341,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,50,SOACHA,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,FUSAGASUGA,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,755489,777520,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,MEDELLIN,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,727457,805552,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BARBOSA,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,155155,1377854,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,757768,775241,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,FLORENCIA,CAQUETA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,758788,774221,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,PUERTO TEJADA,CAUCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,472091,1060918,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,CHIQUINQUIRA,BOYACA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,MEDELLIN,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,551341,981668,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,726650,806359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,GIRARDOT,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,QUIBDO,CHOCO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,499150,1033859,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,MELGAR,TOLIMA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,106585,1391312,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,41,UBATE,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,440740,1092269,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,45,QUINCHIA,RISARALDA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,605330,927679,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,89895,1408002,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,MELGAR,TOLIMA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,746448,751449,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,740154,792855,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,MONTERIA,CORDOBA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,570938,962071,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,HATONUEVO,LA GUAJIRA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,FLORENCIA,CAQUETA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,757344,759103,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,CAREPA,ANTIOQUIA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,758223,758224,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,ARMENIA,QUINDIO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,42,MAGANGUE,BOLIVAR,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,622831,875066,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,FLORENCIA,CAQUETA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,463971,1069038,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,NEIVA,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,EL BANCO,MAGDALENA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,SOLEDAD,ATLANTICO,COLOMBIA
TITULAR,1558276,0,1558276,0,1470072,725326,744746,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,SOACHA,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,MARINILLA,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,755490,777519,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,CUCUTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,748702,784307,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,TUNJA,BOYACA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766503,766506,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,ORTEGA,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,752235,780774,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BUENAVISTA,CORDOBA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,42,NEIVA,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,517869,1015140,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,41,PALERMO,HUILA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,308220,1189677,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,MARIQUITA,TOLIMA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,565417,932480,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,FLORENCIA,CAQUETA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,474929,1058080,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,SOLEDAD,ATLANTICO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,GUAMO,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,335382,1197627,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,656648,859799,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,652309,880700,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,PITALITO,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,CHAPARRAL,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,105723,1427286,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,758223,758224,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BARRANQUILLA,ATLANTICO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,742478,790531,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,FLORENCIA,CAQUETA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,722207,810802,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,TUNJA,BOYACA,COLOMBIA
TITULAR,1607433,0,1607433,0,1516447,75822,1440625,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,NEIVA,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,MALAGA,SANTANDER,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,734895,763002,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,MAGANGUE,BOLIVAR,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,641000,892009,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,CUCUTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,742394,790615,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,41,MONTERIA,CORDOBA,COLOMBIA
TITULAR,1617264,0,1617264,0,1525721,706289,819432,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,FLORENCIA,CAQUETA,COLOMBIA
TITULAR,1558276,0,1558276,0,1470072,735036,735036,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,VILLAVICENCIO,META,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,76650,1456359,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,41,ROVIRA,TOLIMA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,JAMUNDI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,411346,1086551,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,ARMENIA,QUINDIO,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,485614,1047395,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,BOCHALEMA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,707660,825349,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,539415,993594,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,NEIVA,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,753851,779158,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,45,GIRARDOT,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,NEIVA,HUILA,COLOMBIA
TITULAR,1617264,0,1617264,0,1525721,760360,765361,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,47,SITIONUEVO,MAGDALENA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766293,766716,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,BELLO,ANTIOQUIA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,42,CAMPOALEGRE,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,766504,766505,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,SANTA MARTA,MAGDALENA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,765852,767157,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,GIRARDOT,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,763957,769052,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,NEIVA,HUILA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,688548,844461,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,43,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1558276,0,1558276,0,1470072,73504,1396568,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,47,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1624989,0,1624989,0,1533009,450990,1082019,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,44,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1587770,0,1587770,0,1497897,74895,1423002,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1617264,0,1617264,0,1525721,760360,765361,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,46,MEDELLIN,ANTIOQUIA,COLOMBIA
